Tree ID,Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2)
9435,17,5.1,7,38.5,192.5
9436,16,4.8,4,12.6,51.1
9437,17,5.1,5,19.6,87.7
9438,16,4.8,4.5,15.9,74.4
9439,14,4.2,4.5,15.9,55.8
9440,14,4.2,4.5,15.9,51.9
9441,2,0.6,1,0.8,1.3
9442,17,5.1,6,28.3,122.4
9443,2,0.6,2,3.1,4
9444,4.5,1.3,1.5,1.8,4.6
9445,4,1.2,1,0.8,2.5
9446,3.5,1,1,0.8,2.9
9447,3.5,1,1,0.8,2.8
9448,4.5,1.3,1,0.8,3.2
9449,4.5,1.3,1,0.8,2.7
9450,3.5,1,1,0.8,2.3
9451,3,0.9,1,0.8,2.6
9452,3,0.9,1,0.8,2.2
9453,3.5,1,1.5,1.8,4.3
9454,3,0.9,1,0.8,2.3
9455,4,1.2,1.5,1.8,3.5
9456,4.5,1.3,1,0.8,3.2
9457,4,1.2,1.5,1.8,3.5
9458,3.5,1,1,0.8,3
9459,3.5,1,1.5,1.8,4.1
9460,9,2.7,6,28.3,65
9461,2,0.6,1,0.8,0.8
9462,2.5,0.8,1.5,1.8,2.1
9463,2.5,0.8,1,0.8,1.1
9464,2,0.6,1,0.8,0.9
9465,2,0.6,1,0.8,0.8
9466,2.5,0.8,1,0.8,1
9467,2,0.6,1,0.8,0.7
9469,2,0.6,1,0.8,1
9470,2,0.6,1,0.8,1
9471,2.5,0.8,1.5,1.8,3.3
9472,2,0.6,1,0.8,0.9
9473,2.5,0.8,1.5,1.8,2.9
9474,2.5,0.8,1.5,1.8,1.5
9475,2.5,0.8,1,0.8,1.2
9476,2.5,0.8,1.5,1.8,3.3
9477,5,1.5,2,3.1,7.4
9478,4,1.2,1.5,1.8,4.2
9479,1.5,0.5,1,0.8,0.7
9480,10,3,10,78.5,281.6
9481,8,2.4,6,28.3,71.5
9482,9,2.7,8,50.3,170.2
9483,4,1.2,2,3.1,5.4
9484,4.5,1.3,2.5,4.9,8.7
9485,10,3,9,63.6,251.2
9486,9,2.7,8.5,56.7,191.8
9487,8,2.4,7.5,44.2,110.4
9488,4,1.2,2.5,4.9,8.3
9489,7,2.1,6,28.3,79
9490,10,3,8,50.3,186.1
9491,8,2.4,7.5,44.2,96.1
9492,11,3.3,10,78.5,329.7
9493,5,1.5,3,7.1,10.3
9494,8.5,2.6,8,50.3,159.7
9495,8,2.4,8,50.3,128.4
9497,4.5,1.3,2,3.1,6.4
9498,6,1.8,4,12.6,20.8
9499,8,2.4,8,50.3,154.9
9500,11,3.3,6,28.3,111.9
9501,5,1.5,3.5,9.6,15.1
9502,10,3,6,28.3,98.2
9503,11,3.3,10,78.5,388.2
9504,5,1.5,2.5,4.9,7
9505,7,2.1,4,12.6,26.2
9506,12,3.6,10,78.5,330.2
9507,4.5,1.3,3,7.1,12.1
9508,6,1.8,3.5,9.6,19.4
9509,4.5,1.3,2.5,4.9,8.4
9510,9,2.7,6,28.3,80.8
9511,9,2.7,7,38.5,126.5
9512,6,1.8,4,12.6,24.2
9513,11,3.3,8,50.3,205.5
9514,7,2.1,3.5,9.6,17.2
9515,11,3.3,7,38.5,127.5
9516,12,3.6,8,50.3,195.8
9517,11,3.3,8,50.3,167.2
9518,10,3,6,28.3,82
9519,6,1.8,2,3.1,5.1
9520,11,3.3,6,28.3,86.6
9521,13,3.9,10,78.5,344.2
9522,12,3.6,9,63.6,271
9523,13,3.9,10,78.5,295.2
9524,5,1.5,2.5,4.9,8.3
9525,11,3.3,10,78.5,265.5
9526,7,2.1,5,19.6,38.7
9527,12,3.6,8,50.3,152.3
9528,9,2.7,7.5,44.2,129.1
9529,5.5,1.7,2,3.1,6.7
9530,9,2.7,6,28.3,68.4
9531,10,3,8,50.3,169.6
9532,6,1.8,3.5,9.6,16
9533,9,2.7,8,50.3,139.6
9534,10,3,8,50.3,170.7
9535,8,2.4,6,28.3,74.8
9536,12,3.6,10,78.5,356.1
9537,5,1.5,1.5,1.8,3.2
9538,12,3.6,11,95,413.9
9539,9,2.7,8,50.3,140.9
9540,9,2.7,7.5,44.2,144.2
9541,9,2.7,8.5,56.7,169.5
9542,20,6,12,113.1,532.3
9543,20,6,12,113.1,499.9
9544,20,6,12,113.1,564.8
9545,15,4.5,12,113.1,300.7
9547,20,6,12,113.1,434.9
9548,20,6,12,113.1,499.9
9549,22,6.6,10,78.5,509
9550,22,6.6,12,113.1,514.9
9551,25,7.5,12,113.1,646.6
9552,24,7.2,12,113.1,505.8
9553,23,6.9,13,132.7,672.6
9554,24,7.2,15,176.7,624.7
9555,18,5.4,15,176.7,696.3
9556,22,6.6,14,153.9,540.3
9557,24,7.2,13,132.7,467.8
9558,24,7.2,16,201.1,697
9559,24,7.2,20,314.2,1008.8
9560,24,7.2,14,153.9,563.5
9561,24,7.2,14,153.9,433.9
9562,23,6.9,12,113.1,548.3
9563,24,7.2,14,153.9,449.5
9564,24,7.2,15,176.7,519.3
9565,24,7.2,19,283.5,1099.8
9566,6,1.8,6,28.3,48.3
9567,24,7.2,18,254.5,842.4
9568,5.5,1.7,2,3.1,5.1
9569,25,7.5,18,254.5,1074.8
9570,12,3.6,5,19.6,61.3
9571,25,7.5,20,314.2,1310
9572,22,6.6,12,113.1,499.3
9573,24,7.2,18,254.5,930.4
9574,24,7.2,18,254.5,760.2
9575,25,7.5,20,314.2,1174.4
9576,24,7.2,14,153.9,399.2
9577,24,7.2,18,254.5,954.4
9578,24,7.2,18,254.5,930.4
9579,24,7.2,18,254.5,735
9580,24,7.2,17,227,769.1
9581,24,7.2,16,201.1,570.3
9582,16,4.8,20,314.2,1416.6
9583,15,4.5,12,113.1,412.3
9584,4.5,1.3,3,7.1,10.1
9586,8,2.4,7,38.5,100.2
9587,8,2.4,8,50.3,123.9
9588,8,2.4,8.5,56.7,184
9589,8,2.4,8,50.3,160.9
9590,6,1.8,3,7.1,10.1
9591,8,2.4,7,38.5,127.7
9592,9,2.7,8,50.3,150
9593,6,1.8,4.5,15.9,30.3
9594,4.5,1.3,3.5,9.6,11.7
9595,4.5,1.3,2.5,4.9,7.8
9596,13,3.9,11,95,422.4
9597,13,3.9,8,50.3,198.1
9598,11,3.3,6,28.3,73.2
9599,4.5,1.3,2.5,4.9,6
9600,12,3.6,10,78.5,289
9601,10,3,8,50.3,192.4
9602,4.5,1.3,3,7.1,9.7
9603,12,3.6,8,50.3,182.7
9604,7,2.1,4,12.6,23.2
9605,12,3.6,7,38.5,104.7
9606,4,1.2,2.5,4.9,5.8
9607,13,3.9,11,95,437.7
9608,11,3.3,8,50.3,165.2
9609,6,1.8,3.5,9.6,15.6
9610,6,1.8,3.5,9.6,11.9
9611,11,3.3,9,63.6,248.3
9612,10.5,3.2,8,50.3,174.6
9613,11,3.3,8,50.3,157
9614,7.5,2.3,7.5,44.2,97.3
9615,11,3.3,8.5,56.7,215
9616,7.5,2.3,7.5,44.2,82.4
9617,12,3.6,11,95,335.9
9618,12,3.6,9,63.6,179.4
9619,12,3.6,10,78.5,305.9
9620,4.5,1.3,3.5,9.6,14.1
9621,11,3.3,7.5,44.2,131.2
9622,12,3.6,11,95,373.8
9623,13,3.9,11,95,385
9624,13,3.9,11,95,378.1
9625,10,3,7.5,44.2,137.5
9626,12,3.6,11,95,282.4
9627,11,3.3,10,78.5,294.5
9628,13,3.9,12,113.1,463.1
9629,20,6,8,50.3,385.6
9630,19,5.7,7.5,44.2,319.2
9631,19,5.7,8,50.3,379.9
9632,16,4.8,9,63.6,383.5
9633,18,5.4,9.5,70.9,434.8
9634,21,6.3,9,63.6,400.8
9635,19,5.7,7.5,44.2,247.4
9636,20,6,8,50.3,312.9
9637,19,5.7,9,63.6,274.2
9638,17,5.1,8,50.3,288.6
9639,11,3.3,6,28.3,117.4
9640,17,5.1,8,50.3,350.4
9641,20,6,7.5,44.2,331.9
9642,19,5.7,7,38.5,206.4
9643,17,5.1,7,38.5,254.7
9644,18.5,5.6,6,28.3,206.1
9645,18,5.4,12,113.1,588.6
9646,19,5.7,9,63.6,351.3
9647,18,5.4,7,38.5,198
9648,3,0.9,2,3.1,4.8
9649,18.5,5.6,8,50.3,347.9
9650,19,5.7,7,38.5,254
9651,18,5.4,10,78.5,411.8
9652,10,3,7.5,44.2,170.1
9653,3,0.9,1,0.8,3
9654,7,2.1,4,12.6,34.3
9655,6,1.8,4,12.6,33.3
9656,4,1.2,3.5,9.6,17.7
9657,3,0.9,3,7.1,18.1
9658,3,0.9,4,12.6,30.3
9659,8,2.4,5,19.6,61.1
9660,7,2.1,5,19.6,69.8
9661,8,2.4,5,19.6,59.8
9662,5,1.5,3,7.1,12.7
9663,10,3,6,28.3,115.2
9664,3,0.9,2,3.1,6.6
9665,4,1.2,3,7.1,11.9
9666,4,1.2,3.5,9.6,17.7
9667,5,1.5,4,12.6,26.7
9668,5,1.5,3.5,9.6,22.3
9669,3,0.9,2.5,4.9,9.8
9670,5,1.5,2,3.1,6.2
9671,4,1.2,2.5,4.9,8
9672,5.5,1.7,3,7.1,16.7
9673,4,1.2,2.5,4.9,10.7
9674,8,2.4,5,19.6,49.5
9675,7,2.1,3,7.1,17.4
9676,8,2.4,6,28.3,78.9
9677,8,2.4,4,12.6,18.2
9678,7,2.1,6,28.3,84.3
9679,8,2.4,5,19.6,58.1
9680,6,1.8,6,28.3,45.7
9681,8,2.4,6,28.3,102.5
9682,5,1.5,5,19.6,29.8
9683,11,3.3,6,28.3,123.5
9684,3,0.9,0.5,0.2,0.5
9685,3,0.9,0.8,0.5,1.2
9686,3,0.9,0.8,0.5,1.1
9687,2.5,0.8,0.5,0.2,0.4
9688,3,0.9,1,0.8,1.4
9689,3,0.9,1,0.8,1.6
9690,3,0.9,1,0.8,1.3
9691,3,0.9,1,0.8,1.4
9692,4,1.2,1.5,1.8,3.4
9693,4,1.2,2,3.1,6.1
9694,3.5,1,1,0.8,2.3
9695,4,1.2,1.5,1.8,3.7
9696,4,1.2,2,3.1,5.4
9697,4.5,1.3,1,0.8,2.7
9698,11,3.3,12,113.1,326.6
9699,12,3.6,13,132.7,313.2
9700,7,2.1,5,19.6,39.8
9702,4,1.2,2.5,4.9,6.5
9703,5,1.5,2.5,4.9,7.7
9704,5,1.5,2.5,4.9,9.9
9705,6,1.8,3,7.1,14
9706,6,1.8,4,12.6,24.9
9707,4,1.2,2,3.1,5
9709,4,1.2,3,7.1,10.3
9710,4,1.2,3,7.1,9.6
9711,3.5,1,2,3.1,4.9
9712,3.5,1,2,3.1,5.6
9713,3.5,1,3,7.1,9.3
9714,4,1.2,4,12.6,17.4
9715,8,2.4,8,50.3,155.7
9716,5,1.5,3.5,9.6,14
9717,6,1.8,4,12.6,19.9
9718,5,1.5,3,7.1,11.7
9719,6,1.8,3,7.1,9.9
9720,5.5,1.7,4,12.6,16.3
9722,4.5,1.3,3,7.1,10.9
9723,5,1.5,3,7.1,9.9
9724,9,2.7,6,28.3,112.7
9725,10,3,6,28.3,126.4
9726,10.5,3.2,6,28.3,114.5
9727,9,2.7,6,28.3,118.4
9728,7,2.1,5,19.6,50.5
9729,8,2.4,4,12.6,37.5
9732,10,3,6.5,33.2,100.1
9733,9,2.7,7,38.5,97.7
9734,12,3.6,7,38.5,177.7
9735,11,3.3,5,19.6,88.9
9736,11,3.3,8,50.3,259.3
9737,12,3.6,8,50.3,215.5
9738,11,3.3,9,63.6,342.9
9739,6,1.8,6,28.3,47.4
9740,7,2.1,7,38.5,58.2
9742,5,1.5,8,50.3,100.9
9743,4.5,1.3,1.5,1.8,2.8
9746,3,0.9,1.5,1.8,2.6
9747,7,2.1,8,50.3,96.7
9748,7.5,2.3,8,50.3,115.2
9749,7,2.1,5,19.6,30.5
9750,6.5,1.9,8,50.3,103.9
9752,7.5,2.3,6.5,33.2,58.1
9753,7,2.1,9,63.6,125
9754,4,1.2,1,0.8,1.7
9755,8,2.4,8,50.3,84
9756,8,2.4,6,28.3,54.2
9757,4.5,1.3,3,7.1,12.1
9758,4,1.2,2,3.1,5.4
9759,4,1.2,2.5,4.9,8.8
9760,2,0.6,1,0.8,1
9762,2,0.6,1,0.8,1.3
9763,3,0.9,2,3.1,5
9764,2.5,0.8,3.7,10.6,16.3
9766,1.5,0.5,0.5,0.2,0.4
9768,3,0.9,1,0.8,2.1
9769,4.5,1.3,1.5,1.8,3.9
9770,4,1.2,2.5,4.9,7.2
9771,4,1.2,2,3.1,5.4
9772,3,0.9,2.5,4.9,7.6
9773,3.5,1,3.5,9.6,11.7
9774,4,1.2,3.5,9.6,13.3
9775,4.5,1.3,4,12.6,16.9
9776,4,1.2,4,12.6,14.3
9777,4,1.2,3,7.1,10.8
9778,2,0.6,3,7.1,10.5
9780,2,0.6,1,0.8,1
9781,3.5,1,2.5,4.9,5.6
9782,5,1.5,4,12.6,22.8
9783,5,1.5,3.5,9.6,13.7
9784,5,1.5,4,12.6,20.2
9785,2,0.6,1,0.8,0.9
9786,2,0.6,1,0.8,1.3
9787,4,1.2,3.5,9.6,14.9
9789,5,1.5,3.5,9.6,16.1
9790,4,1.2,3.5,9.6,11.8
9792,4,1.2,2,3.1,5.9
9793,4,1.2,2,3.1,5.2
9795,3,0.9,2,3.1,5.1
9796,3.5,1,2.5,4.9,7
9797,3,0.9,2.5,4.9,8.9
9798,2.5,0.8,1,0.8,1.6
9799,2,0.6,1,0.8,1.2
9800,5,1.5,3,7.1,10.9
9801,6,1.8,3.5,9.6,14.5
9802,3,0.9,1.5,1.8,2.8
9804,4,1.2,2.5,4.9,7
9805,3,0.9,2,3.1,5.5
9806,4,1.2,2.5,4.9,7.3
9807,3,0.9,2,3.1,4.9
9808,3,0.9,2,3.1,5.3
9809,2.5,0.8,1,0.8,1.6
9810,2,0.6,1,0.8,0.9
9811,2.5,0.8,2,3.1,4.1
9812,4,1.2,2,3.1,5.5
9816,5,1.5,3.5,9.6,14
9817,4.5,1.3,3.5,9.6,11.3
9818,3,0.9,2,3.1,4.3
9819,2,0.6,1,0.8,1.1
9822,4,1.2,4,12.6,16.9
9823,5,1.5,4.5,15.9,23.4
9824,5,1.5,4,12.6,15.8
9826,4.5,1.3,2.5,4.9,5.8
9829,2,0.6,1.5,1.8,2.9
9830,2,0.6,1.5,1.8,2.6
9831,3,0.9,2,3.1,5
9832,4,1.2,2,3.1,5.2
9833,4,1.2,2,3.1,5.6
9834,3,0.9,2,3.1,5.6
9835,3,0.9,2,3.1,5
9836,2,0.6,1.5,1.8,2.9
9837,3,0.9,2,3.1,5.2
9838,2,0.6,1.5,1.8,3
9839,2,0.6,1.5,1.8,2.2
9840,3,0.9,3,7.1,9.8
9841,2,0.6,1,0.8,1.1
9842,4,1.2,2.5,4.9,8.1
9843,4,1.2,2,3.1,5.3
9844,2,0.6,1,0.8,1.2
9845,2,0.6,1,0.8,1.2
9847,4,1.2,2.5,4.9,5.7
9849,4,1.2,2.5,4.9,6.1
9850,3,0.9,2.5,4.9,7.6
9852,5,1.5,2.5,4.9,8.9
9853,4,1.2,2.5,4.9,7.5
9854,5,1.5,4,12.6,21.3
9855,3,0.9,2,3.1,4.7
9856,2,0.6,2,3.1,3.8
9857,2,0.6,2,3.1,4
9858,5,1.5,5,19.6,32.2
9859,6,1.8,4,12.6,19.4
9860,6,1.8,3,7.1,9.8
9861,5,1.5,4.5,15.9,26.4
9862,3,0.9,2,3.1,4.7
9863,6,1.8,4.5,15.9,28.9
9865,3,0.9,2.5,4.9,6.7
9866,3,0.9,2,3.1,3.8
9869,6,1.8,4,12.6,21.4
9870,4,1.2,3,7.1,8.5
9871,3,0.9,2,3.1,4.4
9872,3,0.9,2.5,4.9,6.2
9873,4,1.2,4,12.6,14.9
9874,5,1.5,4,12.6,18.6
9875,3,0.9,3,7.1,12.3
9876,3,0.9,4.5,15.9,21.8
9878,4,1.2,5,19.6,29.2
9879,4,1.2,4,12.6,16.3
9880,3.5,1,3.5,9.6,12.2
9881,3,0.9,3.5,9.6,12.9
9882,2.5,0.8,1.5,1.8,1.9
9884,4,1.2,3.5,9.6,13.3
9885,4,1.2,4,12.6,14.3
9886,5,1.5,4,12.6,16.8
9887,5,1.5,4,12.6,13.7
9888,2,0.6,1,0.8,1
9889,3.5,1,3.5,9.6,11.7
9890,4,1.2,3.5,9.6,10.3
9891,4,1.2,4,12.6,13.3
9894,16,4.8,16,201.1,484.9
9895,15,4.5,12,113.1,422.5
9897,4.5,1.3,1,0.8,2
9898,4.5,1.3,1,0.8,2
9901,4.5,1.3,4,12.6,16.1
9902,5.5,1.7,6,28.3,46.3
9903,4,1.2,4,12.6,13.5
9904,3,0.9,1,0.8,2.7
9905,4.5,1.3,4,12.6,13.3
9906,3,0.9,1,0.8,2.7
9907,3,0.9,1,0.8,2.7
9909,3,0.9,1,0.8,2.1
9912,3.5,1,1,0.8,2.8
9914,12,3.6,11,95,304.2
9916,8,2.4,8,50.3,133.2
9917,9,2.7,8,50.3,142.1
9918,11,3.3,9,63.6,179
9919,8.5,2.6,4,12.6,27.7
9920,16,4.8,16,201.1,545.6
9921,10,3,8,50.3,137.3
9922,11,3.3,10,78.5,302.2
9923,11,3.3,10,78.5,284.8
9924,10,3,9,63.6,176.3
9925,11,3.3,10,78.5,313
9926,11,3.3,10,78.5,295
9927,10,3,9,63.6,176.3
9928,10.5,3.2,10,78.5,274.5
9929,4.5,1.3,2,3.1,7.1
9930,4.5,1.3,2,3.1,7.1
9931,4.5,1.3,2,3.1,5.9
9932,4.5,1.3,2,3.1,6.7
9933,4.5,1.3,2,3.1,6.3
9934,4.5,1.3,2,3.1,7.1
9935,4.5,1.3,2,3.1,7.1
9936,4.5,1.3,2,3.1,7.1
9937,4.5,1.3,2,3.1,5.5
9938,4.5,1.3,2,3.1,7.1
9939,4.5,1.3,2,3.1,5.9
9940,4.5,1.3,2,3.1,6.7
9941,4.5,1.3,2,3.1,5.9
9942,4.5,1.3,2,3.1,6.7
9943,4.5,1.3,2,3.1,5.5
9944,4.5,1.3,2,3.1,7.1
9945,21,6.3,22,380.1,741.7
9946,4.5,1.3,2,3.1,6.7
9947,6,1.8,2,3.1,7.5
9948,6,1.8,2,3.1,7.4
9949,16,4.8,14,153.9,296.9
9950,14,4.2,10,78.5,217
9951,11,3.3,6,28.3,70.4
9952,15,4.5,12,113.1,288.9
9953,15,4.5,10,78.5,201.5
9954,15,4.5,10,78.5,227.6
9955,15,4.5,8,50.3,136.4
9956,3,0.9,2.5,4.9,9
9957,16,4.8,10,78.5,203.5
9958,15,4.5,10,78.5,206.9
9959,16,4.8,14,153.9,322.5
9960,14,4.2,9,63.6,203
9961,4,1.2,2.5,4.9,6.5
9962,7,2.1,8,50.3,166.5
9963,9,2.7,9,63.6,247.7
9964,8,2.4,6,28.3,84
9965,16,4.8,12,113.1,428.8
9966,15,4.5,12,113.1,387.8
9967,5,1.5,2.5,4.9,7.5
9968,5,1.5,2,3.1,6.6
9969,5,1.5,3,7.1,10.9
9970,3.5,1,2,3.1,3.8
9971,5.5,1.7,7,38.5,101.2
9972,4.5,1.3,7,38.5,101
9973,4.5,1.3,7,38.5,97.4
9974,4.5,1.3,8,50.3,155.5
9975,8,2.4,8,50.3,192.4
9976,7.5,2.3,8,50.3,176.4
9977,6,1.8,4,12.6,25
9978,7,2.1,9,63.6,191.4
9979,5,1.5,4,12.6,23.5
9980,6,1.8,4,12.6,23.3
9981,8,2.4,8,50.3,186.1
9982,4.5,1.3,3,7.1,12.1
9983,9,2.7,10,78.5,318
9984,8,2.4,4.5,15.9,43.9
9985,5,1.5,2,3.1,6.8
9986,6,1.8,5,19.6,45.5
9987,6,1.8,8,50.3,127.3
9988,5,1.5,3.5,9.6,17.8
9989,7,2.1,7,38.5,122.3
9990,9,2.7,6,28.3,92.2
9991,5,1.5,3,7.1,11.3
9992,3,0.9,2,3.1,4.3
9993,2,0.6,1,0.8,1.4
9994,2,0.6,1.5,1.8,2.2
9995,2.5,0.8,2.5,4.9,8.7
9996,2,0.6,1.5,1.8,2.3
9997,3.5,1,1,0.8,2.2
9998,2,0.6,1.5,1.8,2.9
9999,3.5,1,1,0.8,2.5
10000,4,1.2,2,3.1,6.4
10001,6.5,1.9,4,12.6,25.8
10002,4,1.2,2.5,4.9,9.8
10003,2,0.6,2,3.1,4
10005,2,0.6,1,0.8,1.3
10006,3,0.9,2.5,4.9,8.7
10007,2,0.6,1,0.8,1.3
10008,4,1.2,3,7.1,9.1
10009,4,1.2,4,12.6,20.4
10010,15,4.5,8,50.3,123.6
10011,2,0.6,2,3.1,4.6
10012,7,2.1,4,12.6,26.6
10013,4,1.2,3.5,9.6,14.3
10014,2,0.6,1,0.8,1
10015,4,1.2,3.5,9.6,13.9
10016,4,1.2,3.5,9.6,13.7
10017,3,0.9,3,7.1,11.3
10018,4,1.2,2,3.1,5.2
10019,2,0.6,2,3.1,3.6
10020,4,1.2,3,7.1,11.5
10021,5,1.5,4,12.6,21
10022,6,1.8,4.5,15.9,29.3
10023,6,1.8,4.5,15.9,31.4
10024,5,1.5,4,12.6,19.8
10025,6,1.8,4,12.6,25.2
10026,7,2.1,3,7.1,14.5
10027,6,1.8,4,12.6,20.2
10028,5,1.5,4,12.6,19.7
10029,14,4.2,12,113.1,236.1
10030,5,1.5,3,7.1,11.1
10031,5,1.5,2.5,4.9,7.7
10032,3,0.9,1.5,1.8,2.9
10033,8,2.4,3,7.1,11.9
10035,16,4.8,10,78.5,218.5
10036,14,4.2,12,113.1,259.3
10037,4.5,1.3,2,3.1,5.2
10038,5.5,1.7,2,3.1,6.5
10039,6,1.8,4,12.6,21.9
10040,7,2.1,4,12.6,25.1
10041,6,1.8,4,12.6,24.1
10042,4.5,1.3,2.5,4.9,8.4
10043,4.5,1.3,3.5,9.6,14
10044,6,1.8,4,12.6,23.6
10045,11,3.3,10,78.5,171.6
10046,5.5,1.7,6,28.3,57.3
10047,5.5,1.7,4,12.6,20.6
10048,5,1.5,3,7.1,11.2
10049,13,3.9,10,78.5,178.1
10050,13,3.9,9,63.6,144.6
10051,14,4.2,12,113.1,246.6
10052,4.5,1.3,3,7.1,10.3
10053,4,1.2,2,3.1,5.6
10054,4.5,1.3,3,7.1,11.9
10055,4.5,1.3,1.5,1.8,4.7
10056,4,1.2,2,3.1,5.8
10057,4.5,1.3,2,3.1,5.4
10058,4.5,1.3,2.5,4.9,7.7
10059,4.5,1.3,2.5,4.9,8.7
10060,4.5,1.3,2,3.1,5.9
10061,5,1.5,2.5,4.9,7.5
10062,4.5,1.3,2.5,4.9,7.4
10063,4.5,1.3,2,3.1,6.5
10064,5,1.5,2.5,4.9,9
10065,4,1.2,2,3.1,5.6
10066,14,4.2,12,113.1,522.4
10067,12,3.6,11,95,343.9
10068,10,3,8,50.3,177.2
10069,14,4.2,11,95,469.5
10070,13,3.9,9,63.6,307.8
10071,15,4.5,10,78.5,435.3
10072,15,4.5,12,113.1,497.8
10073,15,4.5,10,78.5,444
10074,10,3,8,50.3,187.2
10075,14,4.2,8,50.3,169.8
10076,16,4.8,14,153.9,571.5
10077,16,4.8,12,113.1,475.5
10078,16,4.8,12,113.1,611.4
10079,14,4.2,12,113.1,566.9
10080,3.5,1,2,3.1,4.2
10081,4,1.2,2,3.1,3.4
10082,2,0.6,1,0.8,1.1
10083,3,0.9,2.5,4.9,7.8
10084,2.5,0.8,1.5,1.8,2.9
10085,2.5,0.8,1.5,1.8,2.7
10086,2.5,0.8,1.5,1.8,2.3
10088,2,0.6,1,0.8,1.2
10089,3,0.9,2.5,4.9,6.3
10090,3,0.9,2.5,4.9,6.2
10091,3.5,1,3,7.1,8.6
10092,4,1.2,3,7.1,10.8
10093,6,1.8,5,19.6,35.7
10094,5.5,1.7,4,12.6,25.1
10095,4.5,1.3,3,7.1,11.9
10096,3.5,1,2,3.1,5
10097,5,1.5,3,7.1,10.3
10098,4,1.2,2.5,4.9,6.4
10099,5,1.5,2.5,4.9,8.4
10100,5,1.5,2.5,4.9,9.6
10101,5,1.5,2.5,4.9,8.3
10102,4.5,1.3,2,3.1,6.2
10103,2.5,0.8,1,0.8,1.3
10104,6,1.8,5,19.6,45.6
10105,8,2.4,6,28.3,73.2
10106,6,1.8,4,12.6,29.2
10107,10,3,11,95,362.7
10108,7,2.1,4.5,15.9,38.2
10109,7,2.1,4.5,15.9,40.5
10110,9,2.7,8,50.3,170.4
10111,5,1.5,5,19.6,26.5
10112,6,1.8,5,19.6,26.6
10113,5,1.5,13,132.7,245.5
10114,6,1.8,3,7.1,10.8
10115,6,1.8,3,7.1,10.8
10116,5,1.5,4,12.6,13.5
10117,4,1.2,6,28.3,48.2
10118,4,1.2,4,12.6,13.7
10119,12,3.6,8,50.3,294.6
10120,12,3.6,10,78.5,287.4
10121,12,3.6,11,95,385.7
10122,12,3.6,10,78.5,363.5
10123,9,2.7,7,38.5,106.2
10124,9,2.7,7,38.5,116.6
10125,9,2.7,7,38.5,86.4
10126,9,2.7,7,38.5,85.2
10127,9,2.7,7,38.5,115
10128,9,2.7,7,38.5,105.8
10129,6,1.8,4,12.6,21.1
10130,9,2.7,7,38.5,114.6
10131,9,2.7,7,38.5,113.7
10132,6,1.8,4,12.6,19.7
10133,9,2.7,7,38.5,112.2
10134,9,2.7,7,38.5,105.8
10135,9,2.7,7,38.5,109.2
10136,9,2.7,7,38.5,81.5
10137,9,2.7,7,38.5,95.3
10138,9,2.7,7,38.5,109.1
10139,9,2.7,7,38.5,122.1
10140,9,2.7,7,38.5,120.7
10141,9,2.7,7,38.5,122
10142,9,2.7,7,38.5,113.8
10143,7,2.1,5,19.6,43.6
10144,7,2.1,5,19.6,38
10145,9,2.7,7,38.5,129.5
10146,9,2.7,7,38.5,87.6
10147,9,2.7,7,38.5,110.3
10148,9,2.7,7,38.5,109.9
10149,7,2.1,5,19.6,45
10150,9,2.7,7,38.5,120.7
10151,7,2.1,5,19.6,43.6
10152,9,2.7,7,38.5,96.5
10153,9,2.7,7,38.5,99.3
10154,9,2.7,7,38.5,109.9
10155,9,2.7,7,38.5,115
10156,9,2.7,7,38.5,120.7
10157,9,2.7,7,38.5,101.9
10158,9,2.7,7,38.5,115.2
10159,9,2.7,7,38.5,118.6
10160,9,2.7,7,38.5,87.6
10161,9,2.7,7,38.5,106.9
10162,9,2.7,7,38.5,91.9
10163,6,1.8,5,19.6,37.7
10164,6,1.8,5,19.6,42.6
10165,5,1.5,4,12.6,17.6
10166,9,2.7,7,38.5,123.3
10167,9,2.7,7,38.5,101
10168,9,2.7,7,38.5,95.3
10169,7,2.1,6,28.3,57
10170,7,2.1,6,28.3,68.9
10171,9,2.7,7,38.5,116.6
10172,9,2.7,7,38.5,103.2
10173,9,2.7,7,38.5,113.7
10174,9,2.7,7,38.5,102.1
10175,9,2.7,7,38.5,93
10176,9,2.7,7,38.5,119.4
10177,9,2.7,7,38.5,122.1
10178,9,2.7,7,38.5,128.3
10179,9,2.7,7,38.5,119.4
10180,9,2.7,7,38.5,110.3
10181,9,2.7,7,38.5,113.7
10182,9,2.7,7,38.5,89.8
10183,9,2.7,7,38.5,105.8
10184,4,1.2,1,0.8,2.9
10185,4,1.2,1,0.8,2.8
10186,4,1.2,1,0.8,2.4
10187,4,1.2,1.5,1.8,3.6
10188,4,1.2,1.5,1.8,2.9
10189,4,1.2,1.5,1.8,3.1
10190,4,1.2,1.5,1.8,3.9
10191,3.5,1,1.5,1.8,3.5
10192,3.5,1,1.5,1.8,2.9
10193,3.5,1,1.5,1.8,3.3
10194,3.5,1,1.5,1.8,3.7
10195,3.5,1,1.5,1.8,3.1
10196,10,3,8,50.3,156.3
10197,10,3,8,50.3,165.8
10198,10,3,8,50.3,160
10199,10,3,8,50.3,143.7
10200,10,3,8,50.3,186.7
10201,10,3,8,50.3,201
10202,10,3,8,50.3,135.1
